ilość,active,id,variantId,sku,namePL,variantName,PL_1,CZ_5,HU_7,EN_9,DE_11,FR_13,LT_15,RU_17,RO_19,SK_21,IT_23,BG_25,UA_27,ES_29,HR_31,NL_33,ME_39,BE_35,AT_37,RS_41,IR_43,SI_45,EE_47,LV_49,PT_51,FI_53,GR_55
12,0,2165,18008,,Ciemnoszara składana sofa Loft,Niebieski,,,55800,,,,,,,,,,,,,,,,,,,,,,,,
12,0,2165,18009,,Ciemnoszara składana sofa Loft,Ciemny niebieski,,,55800,,,,,,,,,,,,,,,,,,,,,,,,
12,0,2165,18010,,Ciemnoszara składana sofa Loft,Zielony,,,55800,,,,,,,,,,,,,,,,,,,,,,,,
12,0,2165,18011,,Ciemnoszara składana sofa Loft,Żółty,,,55800,,,,,,,,,,,,,,,,,,,,,,,,
12,0,2165,,,Ciemnoszara składana sofa Loft,,,,55800,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2166,25120,VID-00004,Żółty skandynawski fotel Vida,---,,,68800,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2166,,,Żółty skandynawski fotel Vida,,,,68800,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2171,18064,,Beżowy fotel uszak Leon XXL z podnóżkiem,Żółty,,,91300,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2171,18065,,Beżowy fotel uszak Leon XXL z podnóżkiem,Zielony,,,91300,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2171,18066,,Beżowy fotel uszak Leon XXL z podnóżkiem,Szary,,,91300,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2171,18067,KRZ-04014,Beżowy fotel uszak Leon XXL z podnóżkiem,Beżowy,,,91300,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2171,18068,,Beżowy fotel uszak Leon XXL z podnóżkiem,Niebieski,,,91300,,,,,,,,,,,,,,,,,,,,,,,,
5,0,2171,,,Beżowy fotel uszak Leon XXL z podnóżkiem,,,,91300,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2176,22679,ALL-00011,Dziergana pufa Scandi - Musztarda po obiedzie,---,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2176,,,Dziergana pufa Scandi - Musztarda po obiedzie,,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2177,22678,ALL-00009,Puff Scandi Mint,---,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2177,,,Puff Scandi Mint,,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2178,22675,ALL-00010,Dziergana pufa Scandi - Beż lipy,---,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2178,,,Dziergana pufa Scandi - Beż lipy,,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2179,20508,,Pufa pluszowa Elmo beżowa,---,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2179,,,Pufa pluszowa Elmo beżowa,,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2180,20509,,Pufa pluszowa Elmo blue grass,---,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2180,,,Pufa pluszowa Elmo blue grass,,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2181,20510,,Pufa pluszowa Elmo granatowa,---,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2181,,,Pufa pluszowa Elmo granatowa,,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2182,20511,,Pufa pluszowa Elmo różowa,---,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2182,,,Pufa pluszowa Elmo różowa,,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18392,,Niebieska dziergana pufa Fiord,szary ale jary,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18393,,Niebieska dziergana pufa Fiord,turkus podjadek,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18394,,Niebieska dziergana pufa Fiord,musztarda po obiedzie,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18395,,Niebieska dziergana pufa Fiord,poczuj miętę,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18396,,Niebieska dziergana pufa Fiord,beż lipy,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18397,,Niebieska dziergana pufa Fiord,beige,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18398,,Niebieska dziergana pufa Fiord,brown,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18399,,Niebieska dziergana pufa Fiord,ecru,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18400,,Niebieska dziergana pufa Fiord,grey,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18401,,Niebieska dziergana pufa Fiord,light pink,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18402,,Niebieska dziergana pufa Fiord,mint,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18403,,Niebieska dziergana pufa Fiord,navy,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18404,,Niebieska dziergana pufa Fiord,pink,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18405,,Niebieska dziergana pufa Fiord,waterfall,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18406,,Niebieska dziergana pufa Fiord,l. grey,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18407,,Niebieska dziergana pufa Fiord,blue,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18408,,Niebieska dziergana pufa Fiord,grey,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18409,,Niebieska dziergana pufa Fiord,yellow,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18410,,Niebieska dziergana pufa Fiord,mix grey,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18411,,Niebieska dziergana pufa Fiord,creme,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18412,,Niebieska dziergana pufa Fiord,dark blue,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18413,,Niebieska dziergana pufa Fiord,blue grass,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18414,,Niebieska dziergana pufa Fiord,white,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18415,,Niebieska dziergana pufa Fiord,red,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18416,,Niebieska dziergana pufa Fiord,carmel,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18417,,Niebieska dziergana pufa Fiord,lime green,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18418,,Niebieska dziergana pufa Fiord,blue ocean,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,18419,,Niebieska dziergana pufa Fiord,sapphire blue,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2184,,,Niebieska dziergana pufa Fiord,,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18456,,Żółta dziergana pufa Fiord,szary ale jary,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18457,,Żółta dziergana pufa Fiord,turkus podjadek,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18458,,Żółta dziergana pufa Fiord,musztarda po obiedzie,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18459,,Żółta dziergana pufa Fiord,poczuj miętę,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18460,,Żółta dziergana pufa Fiord,beż lipy,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18461,,Żółta dziergana pufa Fiord,beige,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18462,,Żółta dziergana pufa Fiord,brown,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18463,,Żółta dziergana pufa Fiord,ecru,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18464,,Żółta dziergana pufa Fiord,grey,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18465,,Żółta dziergana pufa Fiord,light pink,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18466,,Żółta dziergana pufa Fiord,mint,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18467,,Żółta dziergana pufa Fiord,navy,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18468,,Żółta dziergana pufa Fiord,pink,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18469,,Żółta dziergana pufa Fiord,waterfall,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18470,,Żółta dziergana pufa Fiord,l. grey,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18471,,Żółta dziergana pufa Fiord,blue,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18472,,Żółta dziergana pufa Fiord,grey,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18473,,Żółta dziergana pufa Fiord,yellow,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18474,,Żółta dziergana pufa Fiord,mix grey,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18475,,Żółta dziergana pufa Fiord,creme,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18476,,Żółta dziergana pufa Fiord,dark blue,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18477,,Żółta dziergana pufa Fiord,blue grass,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18478,,Żółta dziergana pufa Fiord,white,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18479,,Żółta dziergana pufa Fiord,red,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18480,,Żółta dziergana pufa Fiord,carmel,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18481,,Żółta dziergana pufa Fiord,lime green,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18482,,Żółta dziergana pufa Fiord,blue ocean,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,18483,,Żółta dziergana pufa Fiord,sapphire blue,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2186,,,Żółta dziergana pufa Fiord,,,,12100,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2187,25565,,Kremowa pluszowa pufa Elmo XXL,---,,,19200,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2187,,,Kremowa pluszowa pufa Elmo XXL,,,,19200,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2188,25602,,Jasnoszara pluszowa pufa Elmo XXL,---,,,19200,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2188,,,Jasnoszara pluszowa pufa Elmo XXL,,,,19200,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2189,25564,,Granatowa pluszowa pufa Elmo XXL,---,,,19200,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2189,,,Granatowa pluszowa pufa Elmo XXL,,,,19200,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2190,25563,,Biała pluszowa pufa Elmo XXL,---,,,19200,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2190,,,Biała pluszowa pufa Elmo XXL,,,,19200,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,22112,PAN-00301,Szlafrok Kigurumi Panda,S,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,22113,,Szlafrok Kigurumi Panda,S/M,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,22114,PAN-00302,Szlafrok Kigurumi Panda,M,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,22115,PAN-00303,Szlafrok Kigurumi Panda,L,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,22116,,Szlafrok Kigurumi Panda,L/XL,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,22117,,Szlafrok Kigurumi Panda,XL,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,22118,,Szlafrok Kigurumi Panda,XXL,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,22119,,Szlafrok Kigurumi Panda,XXXL,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,22120,,Szlafrok Kigurumi Panda,Uniwersalny,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,24564,PAN-00300,Szlafrok Kigurumi Panda,XS,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2191,,,Szlafrok Kigurumi Panda,,,,14500,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2192,51597,,Szlafrok Kigurumi Damski Myszka XS,---,,,15700,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2192,,,Szlafrok Kigurumi Damski Myszka XS,,,,15700,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2193,51587,SZL-0008A,Szlafrok Kigurumi Damski Króliczek XS,---,,,15700,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2193,,,Szlafrok Kigurumi Damski Króliczek XS,,,,15700,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2194,51574,,Szlafrok Kigurumi Damski Owieczka S,---,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2194,,,Szlafrok Kigurumi Damski Owieczka S,,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41854,,Szlafrok Kigurumi Damski Miś,S,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41855,,Szlafrok Kigurumi Damski Miś,S/M,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41856,,Szlafrok Kigurumi Damski Miś,M,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41857,,Szlafrok Kigurumi Damski Miś,L,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41858,,Szlafrok Kigurumi Damski Miś,L/XL,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41859,,Szlafrok Kigurumi Damski Miś,XL,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41860,,Szlafrok Kigurumi Damski Miś,XXL,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41861,,Szlafrok Kigurumi Damski Miś,XXXL,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41862,,Szlafrok Kigurumi Damski Miś,Uniwersalny,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,41863,,Szlafrok Kigurumi Damski Miś,XS,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
10,0,2195,,,Szlafrok Kigurumi Damski Miś,,,,16800,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2196,18664,KRZ-08533,Komplet  trzech stolików drucianych Twins Round,---,,,44000,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2196,,,Komplet  trzech stolików drucianych Twins Round,,,,44000,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18749,,Szlafrok damski LOVE żółty,brązowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18750,,Szlafrok damski LOVE żółty,kremowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18751,,Szlafrok damski LOVE żółty,jasnoniebieski,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18752,,Szlafrok damski LOVE żółty,Granatowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18753,LOV-00005,Szlafrok damski LOVE żółty,żółty,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18754,,Szlafrok damski LOVE żółty,różowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18755,,Szlafrok damski LOVE żółty,biały,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18756,,Szlafrok damski LOVE żółty,fioletowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18757,,Szlafrok damski LOVE żółty,czerwony,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18758,,Szlafrok damski LOVE żółty,beżowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18759,,Szlafrok damski LOVE żółty,czarny,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18760,,Szlafrok damski LOVE żółty,ekru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18761,,Szlafrok damski LOVE żółty,jasnozielony,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18762,,Szlafrok damski LOVE żółty,szary,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18763,,Szlafrok damski LOVE żółty,mokka,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18764,,Szlafrok damski LOVE żółty,ecru / grey,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18765,,Szlafrok damski LOVE żółty,ecru / mocca,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18766,,Szlafrok damski LOVE żółty,Pink / Grey,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18767,,Szlafrok damski LOVE żółty,Purple / Ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18768,,Szlafrok damski LOVE żółty,fiolet / szary,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18769,,Szlafrok damski LOVE żółty,jasnoszary / L.GREY,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18770,,Szlafrok damski LOVE żółty,ciemnoszary,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18771,,Szlafrok damski LOVE żółty,Grey / Navy blue,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18772,,Szlafrok damski LOVE żółty,NAVY / GREY,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18773,,Szlafrok damski LOVE żółty,mocca / ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18774,,Szlafrok damski LOVE żółty,Grey / Ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18775,,Szlafrok damski LOVE żółty,beige / ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18776,,Szlafrok damski LOVE żółty,Black / Pink,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18777,,Szlafrok damski LOVE żółty,miętowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18778,,Szlafrok damski LOVE żółty,ciemnobrązowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,18779,,Szlafrok damski LOVE żółty,pomarańczowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,34436,,Szlafrok damski LOVE żółty,Pudrowy róż,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,35160,,Szlafrok damski LOVE żółty,purple grey,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,42342,,Szlafrok damski LOVE żółty,navy / ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,42373,,Szlafrok damski LOVE żółty,powder pink / ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,44686,,Szlafrok damski LOVE żółty,navy / white (ecru),,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,44762,,Szlafrok damski LOVE żółty,jasnoszary,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,46507,,Szlafrok damski LOVE żółty,Grey / Red,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,46570,,Szlafrok damski LOVE żółty,Navy / Red,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,46779,,Szlafrok damski LOVE żółty,Black / Navy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,46842,,Szlafrok damski LOVE żółty,Black / Grey,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,46969,,Szlafrok damski LOVE żółty,Grey / Black,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,47043,,Szlafrok damski LOVE żółty,Jasny Róż,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,47422,,Szlafrok damski LOVE żółty,Navy / Black,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,47488,,Szlafrok damski LOVE żółty,Niebieski,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,47551,,Szlafrok damski LOVE żółty,Ecru / Powder Pink,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2199,,,Szlafrok damski LOVE żółty,,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18845,,Szlafrok damski LOVE fioletowy,brązowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18846,,Szlafrok damski LOVE fioletowy,kremowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18847,,Szlafrok damski LOVE fioletowy,jasnoniebieski,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18848,,Szlafrok damski LOVE fioletowy,Granatowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18849,,Szlafrok damski LOVE fioletowy,żółty,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18850,,Szlafrok damski LOVE fioletowy,różowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18851,,Szlafrok damski LOVE fioletowy,biały,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18852,LOV-00002,Szlafrok damski LOVE fioletowy,fioletowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18853,,Szlafrok damski LOVE fioletowy,czerwony,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18854,,Szlafrok damski LOVE fioletowy,beżowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18855,,Szlafrok damski LOVE fioletowy,czarny,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18856,,Szlafrok damski LOVE fioletowy,ekru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18857,,Szlafrok damski LOVE fioletowy,jasnozielony,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18858,,Szlafrok damski LOVE fioletowy,szary,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18859,,Szlafrok damski LOVE fioletowy,mokka,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18860,,Szlafrok damski LOVE fioletowy,ecru / grey,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18861,,Szlafrok damski LOVE fioletowy,ecru / mocca,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18862,,Szlafrok damski LOVE fioletowy,Pink / Grey,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18863,,Szlafrok damski LOVE fioletowy,Purple / Ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18864,,Szlafrok damski LOVE fioletowy,fiolet / szary,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18865,,Szlafrok damski LOVE fioletowy,jasnoszary / L.GREY,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18866,,Szlafrok damski LOVE fioletowy,ciemnoszary,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18867,,Szlafrok damski LOVE fioletowy,Grey / Navy blue,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18868,,Szlafrok damski LOVE fioletowy,NAVY / GREY,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18869,,Szlafrok damski LOVE fioletowy,mocca / ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18870,,Szlafrok damski LOVE fioletowy,Grey / Ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18871,,Szlafrok damski LOVE fioletowy,beige / ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18872,,Szlafrok damski LOVE fioletowy,Black / Pink,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18873,,Szlafrok damski LOVE fioletowy,miętowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18874,,Szlafrok damski LOVE fioletowy,ciemnobrązowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,18875,,Szlafrok damski LOVE fioletowy,pomarańczowy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,34439,,Szlafrok damski LOVE fioletowy,Pudrowy róż,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,35163,,Szlafrok damski LOVE fioletowy,purple grey,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,42345,,Szlafrok damski LOVE fioletowy,navy / ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,42376,,Szlafrok damski LOVE fioletowy,powder pink / ecru,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,44689,,Szlafrok damski LOVE fioletowy,navy / white (ecru),,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,44765,,Szlafrok damski LOVE fioletowy,jasnoszary,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,46510,,Szlafrok damski LOVE fioletowy,Grey / Red,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,46573,,Szlafrok damski LOVE fioletowy,Navy / Red,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,46782,,Szlafrok damski LOVE fioletowy,Black / Navy,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,46845,,Szlafrok damski LOVE fioletowy,Black / Grey,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,46972,,Szlafrok damski LOVE fioletowy,Grey / Black,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,47046,,Szlafrok damski LOVE fioletowy,Jasny Róż,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,47425,,Szlafrok damski LOVE fioletowy,Navy / Black,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,47491,,Szlafrok damski LOVE fioletowy,Niebieski,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,47554,,Szlafrok damski LOVE fioletowy,Ecru / Powder Pink,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2202,,,Szlafrok damski LOVE fioletowy,,,,9500,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2203,18877,HOM-05204,Elegancki szklany świecznik GLAMOUR  - komplet 3 szt,---,,,25400,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2203,,,Elegancki szklany świecznik GLAMOUR  - komplet 3 szt,,,,25400,,,,,,,,,,,,,,,,,,,,,,,,
2,0,2204,25118,MEB-02000,Szary skandynawski fotel Vida z Allegro,Szary,,,2800,,,,,,,,,,,,,,,,,,,,,,,,
