#	Nazwa produktu	Opcja	Cena netto	Stawka VAT	Suma VAT	Cena brutto	Producent	Dostępne	W magazynie	W kolejce	Waga
1255	Namiot rodzinny 6-osobowy Family 450 x 240 cm Flexifit	---	243.09	23	55.91	299	FlexiFit	0	2	2	8.5kg
1256	Parasol wędkarski wodoodporny Flexifit	---	96.75	23	22.25	119	FlexiFit	0	5	5	9kg
1257	Mata do ćwiczeń Exercise Flexifit	---	28.46	23	6.54	35	FlexiFit	0	0	0	1kg
1259	Koło do jogi Dharma Wheel Flexifit	pomarańczowe	47.97	23	11.03	59	FlexiFit	1	1	0	1.3kg
1259	Koło do jogi Dharma Wheel Flexifit	różowe	47.97	23	11.03	59	FlexiFit	9	9	0	1.3kg
1261	Rękawiczki gimnastyczne do crossfitu Flexifit	L	11.3	23	2.6	13.9	FlexiFit	150	153	3	0.3kg
1262	Mata do ćwiczeń Ultra Joga Fitness Flexifit	Czarna	19.51	23	4.49	24	FlexiFit	0	0	0	2kg
1263	Folia lustrzana samoprzylepna lustro 150x58 cm 361699	---	28.46	23	6.54	35	Tutumi	239	339	100	0.3kg
1265	Suszarka ogrodowa KAL-180 z kotwą Bluegarden	---	68.29	23	15.71	84	Bluegarden	0	4	4	5kg
1266	Hamak 1-osobowy z poprzeczką HK-03 Bluegarden	Niebieski	29.27	23	6.73	36	Bluegarden	0	1	1	6kg
1267	Hamak 2-osobowy z poprzeczką HK-04 Bluegarden	Zielony	43.9	23	10.1	54	Bluegarden	0	3	3	6kg
1268	Taczka dwukołowa 300 litrów Bluegarden	---	267.48	23	61.52	329	Bluegarden	0	2	2	40kg
1269	Opryskiwacz ogrodowy plecakowy TS-01 16 litrów Bluegarden	---	42.28	23	9.72	52	Bluegarden	0	0	0	2kg
1270	Forma do kostki brukowej Bluegarden 50x50cm	50x50x4	28.46	23	6.54	35	Bluegarden	1652	1716	64	1.2kg
1272	Huśtawka ogrodowa Swing Bocianie Gniazdo Bluegarden	Niebieski	96.75	23	22.25	119	Bluegarden	118	118	0	9kg
1273	Opryskiwacz ogrodowy ręczny TS-04 5 litrów Bluegarden	---	29.27	23	6.73	36	Bluegarden	0	0	0	3kg
1275	Mata osłona bambusowa 1,5x5 m	---	117.89	23	27.11	145	Bluegarden	0	0	0	9kg
1276	Krzesło ogrodowe Polo melanż	---	104.88	23	24.12	129	Bluegarden	1800	1800	0	41kg
1277	Kokon ogrodowy bujany Bluegarden	Zielony	68.57	23	15.77	84.34	Bluegarden	1	1	0	4kg
1278	Opryskiwacz ogrodowy ręczny TS-03 5 litrów Bluegarden	---	29.27	23	6.73	36	Bluegarden	52	53	1	3kg
1281	Pawilon automatyczny ogrodowy 3x3 m biały Bluegarden	---	137.91	23	31.71	169.62	Bluegarden	17	21	4	12kg
1282	Krzesło ogrodowe składane MC1049 Bluegarden	Szary	52.85	23	12.15	65	Bluegarden	0	0	0	4kg
1283	Krzesło brazylijskie HK-07 Bluegarden	Niebieski	37.4	23	8.6	46	Bluegarden	0	0	0	9kg
1283	Krzesło brazylijskie HK-07 Bluegarden	Szary	37.4	23	8.6	46	Bluegarden	0	0	0	9kg
1284	Wąż spiralny ogrodowy 30 metrów P20135	---	56.1	23	12.9	69	Bluegarden	0	0	0	6kg
1290	Komplet mebli ogrodowych Dallas Bluegarden	Melanż	523.12	23	120.32	643.44	Bluegarden	1	1	0	40kg
1290	Komplet mebli ogrodowych Dallas Bluegarden	Szare	523.12	23	120.32	643.44	Bluegarden	0	0	0	40kg
1291	Wąż spiralny ogrodowy 15 metrów	---	31.71	23	7.29	39	Bluegarden	0	1	1	3kg
1292	Wąż ogrodowy 15 metrów Bluegarden	---	24.65	23	5.67	30.32	Bluegarden	0	2	2	5kg
1294	Opryskiwacz ogrodowy elektryczny TS-06 16 litrów Bluegarden	---	153.32	23	35.26	188.58	Bluegarden	0	0	0	3kg
1295	Wąż ogrodowy 30 metrów Bluegarden	---	37.4	23	8.6	46	Bluegarden	0	0	0	5kg
